Page total likes,Category,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions,Photo,Status,Video
11.845404023177673,1.0986122886681098,2.5649493574615367,1.6094379124341003,1.3862943611198906,0.0,7.920446505142607,8.535425959677298,5.187385805840755,4.700480365792417,5.075173815233827,8.0323601479245,7.403061091090091,4.787491742782046,1.6094379124341003,4.382026634673881,2.8903717578961645,100,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.3862943611198906,2.3978952727983707,0.0,9.25540933534376,9.855242239908133,7.284820912568604,7.216709486709457,7.423568444259167,9.368283850042138,8.718172930028725,7.011213987350367,1.791759469228055,4.875197323201151,3.4011973816621555,164,0,1,0
11.845404023177673,1.3862943611198906,2.5649493574615367,1.3862943611198906,1.3862943611198906,0.0,7.789040401657477,8.383433201236713,5.181783550292085,4.736198448394496,5.043425116919247,7.9420068084898565,7.315883504509785,4.890349128221754,0.0,4.204692619390966,2.70805020110221,80,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.0986122886681098,2.3978952727983707,1.0,10.822354961923732,11.385001180236953,7.701652362642226,6.673297967767654,7.02108396428914,11.019088054233093,10.375021260613996,7.234898420314831,4.07753744390572,7.360739903058278,4.997212273764115,1777,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.0986122886681098,1.3862943611198906,0.0,8.888066854754783,9.51745735706657,6.51025834052315,6.018593214496234,6.364750756851911,8.736971085254146,8.071218539969863,5.983936280687191,2.995732273553991,5.786897381366708,3.912023005428146,393,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,0.6931471805599453,2.302585092994046,0.0,9.256555795773146,9.945109227226947,7.083387847625295,6.97914527506881,7.237059026124737,9.682529112127256,8.968650903374874,6.92461239604856,0.6931471805599453,5.030437921392435,3.5263605246161616,186,0,1,0
11.845404023177673,1.3862943611198906,2.5649493574615367,0.6931471805599453,1.3862943611198906,1.0,9.366745651140318,9.877143577196525,6.1779441140506,5.583496308781699,5.8998973535824915,9.64426335290083,9.140883106960962,5.940171252720432,1.3862943611198906,5.521460917862246,3.332204510175204,279,1,0,0
11.845404023177673,1.3862943611198906,2.5649493574615367,2.0794415416798357,2.302585092994046,1.0,9.526682784921174,10.091542641177844,6.2878585601617845,5.4510384535657,5.723585101952381,9.889844913494969,9.310818990542401,6.0473721790462776,0.0,5.786897381366708,2.70805020110221,339,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,2.0794415416798357,1.3862943611198906,0.0,9.379661116592885,10.02300242103727,7.333676395657684,7.249925536717988,7.4342573821331355,9.630431332279667,8.976262255609193,7.1316985104669115,0.0,5.087596335232384,3.4657359027997265,192,0,1,0
11.845404023177673,1.3862943611198906,2.5649493574615367,1.9459101490553132,2.3978952727983707,0.0,8.454253391642363,9.06750872286864,5.638354669333745,5.214935757608986,5.5254529391317835,8.368693183097793,7.751475318021456,5.298317366548036,1.3862943611198906,4.736198448394496,3.295836866004329,142,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.791759469228055,2.3978952727983707,0.0,9.987139125031739,10.653369446076377,8.356789669923213,8.31898612539206,8.420902531097951,10.541386258865595,9.8497175093263,8.242493153187626,0.0,5.455321115357702,2.995732273553991,252,0,1,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.791759469228055,2.3978952727983707,0.0,8.043342170441608,8.628913441026645,5.342334251964811,4.852030263919617,4.983606621708336,8.265650165580329,7.684783943522785,5.111987788356544,0.0,4.48863636973214,2.9444389791664403,106,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.791759469228055,2.3978952727983707,0.0,7.954372272531867,8.543640361431086,5.267858159063328,4.7535901911063645,4.897839799950911,8.237479288613633,7.636752112435779,5.030437921392435,0.0,4.51085950651685,2.70805020110221,104,1,0,0
11.845404023177673,1.0986122886681098,2.5649493574615367,1.791759469228055,1.3862943611198906,0.0,7.843848638152472,8.496378051702317,5.521460917862246,4.90527477843843,5.1298987149230735,8.197538739721184,7.559038255443384,5.214935757608986,1.791759469228055,4.927253685157205,2.3978952727983707,152,1,0,0
11.838011697795746,1.0986122886681098,2.5649493574615367,1.6094379124341003,1.791759469228055,1.0,10.033857703697983,10.59518368082876,6.78897174299217,5.823045895483019,6.035481432524756,10.44627685150751,9.8685337232726,6.529418838262226,1.0986122886681098,6.359573868672378,3.044522437723423,599,1,0,0
11.838011697795746,1.0986122886681098,2.5649493574615367,1.3862943611198906,2.3978952727983707,0.0,9.21642184229205,9.887408982323437,7.142827401161621,7.098375638590786,7.262628600974241,9.756899867693285,9.053569596026234,7.0587581525186645,1.6094379124341003,4.465908118654584,2.9444389791664403,108,0,1,0
11.838011697795746,1.3862943611198906,2.5649493574615367,1.3862943611198906,1.3862943611198906,0.0,7.45182223652793,8.000349495324684,5.099866427824199,4.820281565605037,5.003946305945459,7.533158807455563,6.957497370876951,4.820281565605037,1.0986122886681098,3.713572066704308,2.5649493574615367,54,1,0,0
11.838011697795746,0.6931471805599453,2.5649493574615367,1.0986122886681098,2.5649493574615367,1.0,10.883034734045298,11.62434160824841,7.442492722794441,7.00669522683704,7.412160334945205,11.43510445416616,10.591044134782829,7.176254532017144,2.772588722239781,6.520621127558696,3.044522437723423,713,1,0,0
11.838011697795746,1.3862943611198906,2.5649493574615367,1.0986122886681098,1.3862943611198906,0.0,8.27664912542186,8.92399074475818,4.875197323201151,4.465908118654584,4.727387818712341,8.51919119407891,7.787796878181171,4.624972813284271,1.6094379124341003,4.007333185232471,2.8903717578961645,75,0,1,0
11.838011697795746,1.3862943611198906,2.5649493574615367,0.6931471805599453,2.4849066497880004,0.0,7.3727463664043285,7.946617563244473,4.804021044733257,4.48863636973214,4.718498871295094,7.6577552711348655,7.057897937411856,4.61512051684126,0.0,3.5553480614894135,2.1972245773362196,42,1,0,0
11.838011697795746,1.0986122886681098,2.5649493574615367,0.6931471805599453,1.3862943611198906,0.0,7.954723334497908,8.53050420547591,5.303304908059076,4.962844630259907,5.220355825078324,8.178077463849608,7.582738488914411,5.062595033026967,1.3862943611198906,4.204692619390966,2.5649493574615367,81,1,0,0
11.838011697795746,0.6931471805599453,2.5649493574615367,2.0794415416798357,2.3978952727983707,0.0,7.233455418621439,7.811163385025279,2.772588722239781,2.772588722239781,3.044522437723423,7.69484807238461,7.067319848653476,2.772588722239781,0.0,0.0,0.0,0,1,0,0
